event_id,year,month,event_type,country,region,deaths,people_affected,damage_million_usd,duration_days,area_km2,is_billion_dollar_event
EV004144,1999,10,Drought,UA,Europe,5,1101000,226.0,1,8823,0
EV000019,1999,11,Heatwave,GH,Africa,200,16097,164.2,2,1437,0
EV000021,1999,11,Hurricane,AO,Africa,48,416097,13022.3,2,24814,1
EV000216,1999,11,Hurricane,TZ,Africa,7,197331,1500.3,6,952,1
EV000648,1999,11,Hurricane,EE,Europe,356,293188,22667.0,6,190,1
EV001582,1999,11,Drought,LA,Asia,3,563316,148.0,3,3325,0
EV001674,1999,11,Blizzard,MH,Oceania,1,155150,31.6,9,291,0
EV002445,1999,11,Blizzard,PE,SouthAmerica,23,460983,387.8,4,1508,0
EV002486,1999,11,Flood,AU,Oceania,107,38771,263.7,6,10,0
EV003857,1999,11,Flood,GR,Europe,50,347371,52.7,2,12228,0
EV004372,1999,11,Hurricane,AL,Europe,1158,82267,1012.5,6,11919,1
EV000291,1999,12,Flood,SN,Africa,89,229088,109.7,10,9412,0
EV000652,1999,12,Flood,AT,Europe,250,961047,317.0,10,5249,0
EV000888,1999,12,Cyclone,SB,Oceania,478,250250,858.5,4,1067,0
EV001143,1999,12,Drought,HR,Europe,1,1388007,1438.6,7,1367,1
EV001278,1999,12,Heatwave,ZW,Africa,276,93133,154.6,9,6886,0
EV001375,1999,12,Wildfire,RO,Europe,56,14353,3713.0,13,638,1
EV002894,1999,12,Drought,RU,Europe,6,1172097,1518.2,29,2041,1
EV003490,1999,12,Hurricane,ME,Europe,141,168142,600.7,3,680,0
EV003693,1999,12,Flood,CZ,Europe,137,175459,9027.9,60,14610,1
EV003966,1999,12,Drought,FI,Europe,13,123065,545.1,2,421,0
EV004028,1999,12,Flood,MN,Asia,68,1173814,172.5,1,4560,0
EV004146,1999,12,Tornado,MA,Africa,46,2269,118.8,4,5076,0
EV000310,2000,1,Flood,KE,Africa,409,21422,767.6,4,21397,0
EV001541,2000,1,Heatwave,LK,Asia,48,48245,286.5,17,4465,0
EV002344,2000,1,Flood,PL,Europe,19,249842,645.4,10,20711,0
EV002591,2000,1,Drought,IN,Asia,5,1431067,89.4,10,2046,0
EV003105,2000,1,Hurricane,LV,Europe,143,92548,5026.9,9,13364,1
EV004348,2000,1,Heatwave,RO,Europe,114,303309,72.6,5,41611,0
EV000030,2000,2,Cyclone,MM,Asia,268,49180,4515.8,8,12215,1
EV001010,2000,2,Heatwave,MV,Asia,43,213222,55.1,3,28221,0
EV001046,2000,2,Heatwave,IT,Europe,655,216671,178.9,3,2554,0
EV001058,2000,2,Blizzard,HK,Asia,8,32100,70.8,8,1667,0
EV002850,2000,2,Tornado,GN,Africa,17,4708,40.4,8,122830,0
EV003214,2000,2,Cyclone,KH,Asia,38,66180,2170.5,10,20349,1
EV003597,2000,2,Tornado,SN,Africa,23,21264,483.8,5,763,0
EV004005,2000,2,Flood,BO,SouthAmerica,665,171237,681.0,12,801,0
EV004452,2000,2,Flood,TO,Oceania,145,66766,1058.4,13,187,1
EV000265,2000,3,Hurricane,TW,Asia,255,139889,1598.1,6,3219,1
EV000368,2000,3,Heatwave,SI,Europe,2126,126898,3340.9,4,26082,1
EV000410,2000,3,Drought,SZ,Africa,10,1040584,173.6,4,2151,0
EV000582,2000,3,Wildfire,MV,Asia,9,34248,424.9,5,417,0
EV001694,2000,3,Wildfire,US,NorthAmerica,78,159772,271.1,6,4496,0
EV001811,2000,3,Flood,PT,Europe,28,513154,729.2,1,31817,0
EV001898,2000,3,Wildfire,AF,Asia,49,27484,577.2,6,6493,0
EV001990,2000,3,Heatwave,HK,Asia,91,775674,52.6,1,6130,0
EV002702,2000,3,Blizzard,TO,Oceania,42,78041,355.0,2,3771,0
EV002995,2000,3,Drought,BE,Europe,13,287045,812.7,6,719,0
EV003356,2000,3,Flood,LA,Asia,83,65231,171.6,3,963,0
EV003431,2000,3,Heatwave,BN,Asia,1569,31721,361.5,7,11211,0
EV003796,2000,3,Cyclone,MD,Europe,151,839336,1257.7,2,220,1
EV000064,2000,4,Flood,NZ,Oceania,68,730372,245.4,2,15307,0
EV000073,2000,4,Hurricane,AM,Asia,106,367658,7336.1,7,1015,1
EV001979,2000,4,Wildfire,SA,Asia,4,34127,1933.2,6,10192,1
EV002453,2000,4,Drought,FI,Europe,2,625481,483.9,2,288,0
EV003152,2000,4,Flood,AL,Europe,16,224760,511.5,10,36629,0
EV003184,2000,4,Hurricane,FM,Oceania,3,463054,6052.2,2,1842,1
EV000062,2000,5,Flood,SE,Europe,103,200953,68.9,7,3803,0
EV000488,2000,5,Blizzard,PH,Asia,19,11057,59.6,7,2897,0
EV000879,2000,5,Heatwave,SD,Africa,1641,121278,700.4,12,1475,0
EV001158,2000,5,Flood,TW,Asia,35,118329,767.7,7,98,0
EV001921,2000,5,Heatwave,MX,NorthAmerica,203,348775,97.0,3,40130,0
EV002908,2000,5,Flood,ZM,Africa,257,92556,714.8,9,804,0
EV003827,2000,5,Heatwave,FM,Oceania,43,349934,20.2,8,4381,0
EV003879,2000,5,Heatwave,IR,Asia,2919,258272,96.6,8,9394,0
EV003988,2000,5,Flood,US,NorthAmerica,104,63462,2645.4,3,288,1
EV004137,2000,5,Flood,AZ,Asia,103,409363,981.9,6,797,0
EV004167,2000,5,Flood,AU,Oceania,58,59223,51.8,4,6919,0
EV000820,2000,6,Flood,DE,Europe,34,38612,242.1,5,32798,0
EV000900,2000,6,Heatwave,MN,Asia,727,104436,141.6,4,10155,0
EV001064,2000,6,Drought,UZ,Asia,14,82584,515.3,4,2739,0
EV001783,2000,6,Drought,PK,Asia,12,2234374,1751.0,7,3805,1
EV003009,2000,6,Drought,CF,Africa,15,2876991,624.1,1,8701,0
EV004332,2000,6,Cyclone,LR,Africa,17,246147,2381.2,8,796,1
EV000440,2000,7,Blizzard,MG,Africa,44,23876,223.1,6,8196,0
EV000551,2000,7,Heatwave,BR,SouthAmerica,2423,90347,200.1,1,888,0
EV000878,2000,7,Drought,BT,Asia,20,1956530,515.4,20,719,0
EV001281,2000,7,Flood,ID,Asia,450,26690,92.9,1,2948,0
EV001577,2000,7,Drought,CA,NorthAmerica,0,497193,299.2,19,14810,0
EV001650,2000,7,Flood,SL,Africa,210,81593,159.1,6,1181,0
EV001704,2000,7,Flood,EE,Europe,65,135324,409.5,2,654,0
EV001891,2000,7,Flood,NZ,Oceania,41,437587,223.4,25,30523,0
EV002588,2000,7,Flood,IT,Europe,131,2202643,97.5,4,1039,0
EV002983,2000,7,Flood,CZ,Europe,47,234914,327.1,21,392,0
EV000585,2000,8,Wildfire,AU,Oceania,25,4387,1284.8,9,11030,1
EV001435,2000,8,Drought,MM,Asia,5,129761,5527.2,18,16390,1
EV001656,2000,8,Blizzard,CZ,Europe,17,16549,64.3,23,2166,0
EV000804,2000,9,Hurricane,CA,NorthAmerica,36,1046507,8361.8,5,25228,1
EV000841,2000,9,Flood,CZ,Europe,539,163619,142.2,6,5627,0
EV002470,2000,9,Heatwave,MW,Africa,1850,105605,18.5,5,534,0
EV003436,2000,9,Wildfire,AT,Europe,54,46217,307.8,6,2094,0
EV003442,2000,9,Heatwave,EC,SouthAmerica,83,29307,126.4,8,2042,0
EV001216,2000,10,Flood,CN,Asia,65,122530,2032.2,2,1371,1
EV001652,2000,10,Hurricane,SB,Oceania,56,146349,7803.9,9,3259,1
EV001672,2000,10,Cyclone,AT,Europe,79,794033,303.0,3,23904,0
EV002057,2000,10,Hurricane,MV,Asia,285,129475,1589.1,11,192,1
EV002120,2000,10,Flood,NE,Africa,42,191063,622.7,1,3685,0
EV002367,2000,10,Blizzard,AM,Asia,28,19854,173.7,3,3351,0
EV002413,2000,10,Tornado,ZW,Africa,4,7870,158.9,1,9140,0
EV002631,2000,10,Flood,PG,Oceania,63,56247,187.7,4,2710,0
EV002851,2000,10,Blizzard,MG,Africa,1,118786,44.9,7,1959,0
EV003629,2000,10,Heatwave,ZA,Africa,51,84984,171.3,3,3104,0
EV000188,2000,11,Flood,SD,Africa,88,75396,30.7,2,1761,0
EV000717,2000,11,Heatwave,TZ,Africa,456,65049,141.7,7,6740,0
EV000895,2000,11,Drought,NZ,Oceania,52,914036,273.5,34,143712,0
EV001469,2000,11,Blizzard,AT,Europe,39,238666,403.4,5,24657,0
EV001848,2000,11,Blizzard,RS,Europe,39,15881,18.6,8,341,0
EV002098,2000,11,Hurricane,CH,Europe,70,209498,2788.2,8,4706,1
EV002697,2000,11,Flood,MW,Africa,67,290933,176.2,3,1877,0
EV003013,2000,11,Heatwave,WS,Oceania,232,244786,899.1,9,637,0
EV003808,2000,11,Drought,SZ,Africa,8,361541,139.1,11,603,0
EV000914,2000,12,Flood,NP,Asia,43,525143,3848.8,6,53566,1
EV002108,2000,12,Wildfire,ME,Europe,138,43795,369.3,5,5344,0
EV002387,2000,12,Drought,MX,NorthAmerica,14,1358942,426.6,7,4744,0
EV002720,2000,12,Flood,SG,Asia,36,97302,1290.2,3,1366,1
EV002998,2000,12,Flood,NL,Europe,69,255471,480.8,5,1993,0
EV004213,2000,12,Wildfire,IR,Asia,9,22872,38.0,26,43784,0
EV000449,2001,1,Wildfire,AL,Europe,39,64806,2748.4,3,6276,1
EV001587,2001,1,Drought,MA,Africa,18,542440,3229.8,2,8235,1
EV001683,2001,1,Drought,FI,Europe,30,377577,2181.6,7,811,1
EV003534,2001,1,Hurricane,CG,Africa,156,151866,737.9,3,187073,0
EV000379,2001,2,Flood,PG,Oceania,947,32063,1023.7,8,435,1
EV000783,2001,2,Tornado,NO,Europe,86,16246,242.1,9,5706,0
EV000813,2001,2,Flood,BE,Europe,244,157409,330.8,2,556,0
EV001437,2001,2,Cyclone,UY,SouthAmerica,36,52780,2032.1,9,44668,1
EV002478,2001,2,Flood,AZ,Asia,130,427841,760.6,6,1527,0
EV002505,2001,2,Flood,MK,Europe,26,353384,21.5,2,4078,0
EV003676,2001,2,Flood,NG,Africa,769,379629,2006.5,7,12953,1
EV003751,2001,2,Blizzard,CL,SouthAmerica,0,61548,62.3,7,4308,0
EV000518,2001,3,Blizzard,NR,Oceania,3,68282,126.7,18,1237,0
EV000606,2001,3,Flood,FM,Oceania,95,154159,486.1,6,2837,0
EV002690,2001,3,Hurricane,LR,Africa,28,79680,1361.3,5,9004,1
EV003422,2001,3,Hurricane,KE,Africa,283,107410,2704.2,4,5014,1
EV000462,2001,4,Wildfire,PL,Europe,286,209805,2377.2,4,5027,1
EV001237,2001,4,Hurricane,IR,Asia,597,240569,1353.5,9,406,1
EV001260,2001,4,Flood,CG,Africa,48,322785,165.8,4,922,0
EV002980,2001,4,Hurricane,MZ,Africa,121,189807,1084.5,4,215,1
EV003017,2001,4,Flood,TN,Africa,152,142366,306.1,9,3593,0
EV003378,2001,4,Hurricane,NR,Oceania,13,853108,3603.9,3,42900,1
EV003477,2001,4,Wildfire,VN,Asia,30,39082,215.8,7,13557,0
EV003487,2001,4,Heatwave,IN,Asia,70,104152,77.8,4,875,0
EV003530,2001,4,Wildfire,BD,Asia,4,22494,1382.8,6,147,1
EV003900,2001,4,Heatwave,MZ,Africa,133,286624,216.5,2,2787,0
EV000115,2001,5,Flood,HK,Asia,409,1029523,205.7,3,309,0
EV000624,2001,5,Tornado,GW,Africa,94,20455,306.0,2,12691,0
EV001629,2001,5,Wildfire,PG,Oceania,52,54629,1023.3,15,365,1
EV001693,2001,5,Hurricane,HK,Asia,537,872552,515.6,3,131239,0
EV002093,2001,5,Flood,LA,Asia,185,181710,432.3,8,528,0
EV002472,2001,5,Drought,GQ,Africa,1,589675,648.5,6,3049,0
EV003734,2001,5,Heatwave,HK,Asia,1004,65887,604.9,3,10355,0
EV003883,2001,5,Drought,MA,Africa,6,199541,259.6,2,7666,0
EV000094,2001,6,Heatwave,AT,Europe,32,93157,309.2,25,7367,0
EV000633,2001,6,Drought,KH,Asia,8,398664,721.2,1,864,0
EV001865,2001,6,Flood,PY,SouthAmerica,48,56334,182.4,3,3184,0
EV001881,2001,6,Drought,SG,Asia,2,228855,389.9,12,2074,0
EV003459,2001,6,Heatwave,SO,Africa,536,216730,53.6,3,230382,0
EV004051,2001,6,Flood,GR,Europe,121,60706,72.3,6,5783,0
EV000539,2001,7,Tornado,PL,Europe,674,17346,139.5,1,3555,0
EV000605,2001,7,Flood,LS,Africa,252,105675,4851.2,10,8276,1
EV000683,2001,7,Hurricane,US,NorthAmerica,30,161050,698.1,18,3384,0
EV000691,2001,7,Blizzard,BD,Asia,136,56420,61.2,6,3400,0
EV000743,2001,7,Drought,SD,Africa,6,1025354,982.6,5,6823,0
EV001373,2001,7,Hurricane,NG,Africa,348,184611,7417.6,3,2264,1
EV002602,2001,7,Blizzard,MW,Africa,3,271224,34.1,28,13493,0
EV003680,2001,7,Tornado,LS,Africa,4,15671,166.8,3,1941,0
EV003784,2001,7,Heatwave,BT,Asia,103,135639,16.8,6,2519,0
EV004192,2001,7,Flood,ET,Africa,451,56925,345.0,9,319,0
EV004336,2001,7,Flood,TH,Asia,109,119094,715.8,18,668,0
EV000138,2001,8,Tornado,UY,SouthAmerica,2,4057,724.7,6,2439,0
EV000411,2001,8,Heatwave,LK,Asia,1656,67036,295.2,7,11617,0
EV000616,2001,8,Flood,SE,Europe,32,78976,268.6,4,1632,0
EV001836,2001,8,Flood,TW,Asia,28,426870,204.6,3,1536,0
EV002046,2001,8,Drought,CA,NorthAmerica,7,1502300,588.8,18,12433,0
EV002060,2001,8,Hurricane,CD,Africa,38,48259,5431.1,10,187,1
EV002319,2001,8,Drought,KI,Oceania,5,1860651,993.7,7,5039,0
EV002842,2001,8,Wildfire,MD,Europe,14,43653,190.7,11,1517,0
EV003381,2001,8,Tornado,TO,Oceania,54,13178,162.5,2,83903,0
EV003565,2001,8,Heatwave,XK,Europe,370,101002,682.0,9,13352,0
EV003620,2001,8,Heatwave,VU,Oceania,120,76368,61.6,4,1133,0
EV004464,2001,8,Hurricane,MM,Asia,346,144997,21849.3,3,3180,1
EV000120,2001,9,Flood,MV,Asia,23,410220,2217.7,15,20415,1
EV000790,2001,9,Heatwave,EE,Europe,173,3465,24.1,11,5138,0
EV002153,2001,9,Drought,LR,Africa,2,906908,1287.5,6,2041,1
EV002955,2001,9,Tornado,PE,SouthAmerica,11,21945,427.7,8,845,0
EV003346,2001,9,Hurricane,DE,Europe,128,99464,242.4,7,25656,0
EV003520,2001,9,Drought,US,NorthAmerica,125,5516724,875.6,4,3070,0
EV003560,2001,9,Drought,LK,Asia,142,3038385,636.7,7,1277,0
EV004130,2001,9,Drought,GR,Europe,5,1908686,759.6,4,21684,0
EV004303,2001,9,Heatwave,CO,SouthAmerica,136,51719,504.2,5,3407,0
EV000307,2001,10,Drought,SO,Africa,8,1138353,1051.6,10,868,1
EV000688,2001,10,Heatwave,PG,Oceania,1105,291395,55.1,8,5564,0
EV002264,2001,10,Drought,SI,Europe,7,2389365,2130.1,3,1260,1
EV003154,2001,10,Drought,CI,Africa,9,452510,254.5,12,1030,0
EV003182,2001,10,Flood,SE,Europe,123,232516,2420.9,1,6126,1
EV003663,2001,10,Hurricane,PE,SouthAmerica,31,45963,2429.9,4,590,1
EV003869,2001,10,Heatwave,MX,NorthAmerica,225,103865,802.9,7,70346,0
EV004075,2001,10,Flood,NL,Europe,300,58478,356.2,5,983,0
EV004120,2001,10,Flood,AZ,Asia,296,354321,140.4,7,1207,0
EV004211,2001,10,Heatwave,NP,Asia,263,223000,360.4,2,45029,0
EV000196,2001,11,Flood,CD,Africa,221,771775,1311.0,2,75818,1
EV001647,2001,11,Hurricane,NL,Europe,45,301523,192.9,3,440,0
EV003135,2001,11,Hurricane,ZW,Africa,134,135843,966.2,18,4177,0
EV003793,2001,11,Blizzard,ID,Asia,2,140113,23.3,7,8857,0
EV003963,2001,11,Flood,UY,SouthAmerica,68,75308,930.1,12,1798,0
EV003989,2001,11,Heatwave,BR,SouthAmerica,41,131011,166.9,17,2443,0
EV004066,2001,11,Flood,IT,Europe,24,127130,661.9,3,4318,0
EV004398,2001,11,Wildfire,MZ,Africa,4,127301,177.6,8,11595,0
EV000106,2001,12,Hurricane,NA,Africa,23,144534,1400.8,11,1036,1
EV000209,2001,12,Tornado,CG,Africa,22,13301,347.9,6,912,0
EV000973,2001,12,Blizzard,MW,Africa,32,85456,231.8,10,394,0
EV001971,2001,12,Hurricane,JP,Asia,32,543918,3241.6,13,13385,1
EV002326,2001,12,Drought,BW,Africa,9,220304,479.1,4,5943,0
EV002379,2001,12,Wildfire,LV,Europe,3,76535,4843.3,3,381,1
EV002915,2001,12,Hurricane,ML,Africa,51,450173,13832.1,7,5221,1
EV003030,2001,12,Flood,BW,Africa,777,296705,771.5,6,913,0
EV003467,2001,12,Flood,FR,Europe,99,93535,201.1,4,2963,0
EV003491,2001,12,Heatwave,IN,Asia,122,57704,260.0,11,17343,0
EV003662,2001,12,Hurricane,MH,Oceania,371,234562,115.6,1,6267,0
EV000191,2002,1,Flood,VN,Asia,101,459224,68.6,6,9030,0
EV000438,2002,1,Wildfire,ME,Europe,24,30227,1022.7,5,6872,1
EV000964,2002,1,Heatwave,CG,Africa,121,206664,401.6,9,14699,0
EV001138,2002,1,Drought,MA,Africa,16,670870,733.0,2,2964,0
EV001316,2002,1,Flood,MZ,Africa,505,83000,189.1,14,9371,0
EV001462,2002,1,Hurricane,IN,Asia,396,64478,2236.6,7,393,1
EV001625,2002,1,Drought,LV,Europe,12,614081,1141.1,6,1231,1
EV001837,2002,1,Flood,FR,Europe,101,25629,455.5,8,442,0
EV003444,2002,1,Drought,WS,Oceania,6,1702206,771.3,3,442,0
EV003465,2002,1,Drought,UY,SouthAmerica,8,1836439,422.0,5,11329,0
EV000477,2002,2,Tornado,NO,Europe,94,12818,246.5,4,1620,0
EV002464,2002,2,Flood,FR,Europe,75,146442,431.7,5,12158,0
EV002920,2002,2,Heatwave,BT,Asia,199,36966,109.9,4,1828,0
EV003053,2002,2,Drought,GN,Africa,15,351744,1604.5,7,6236,1
EV003253,2002,2,Hurricane,LS,Africa,266,476325,458.4,4,2653,0
EV003329,2002,2,Wildfire,UZ,Asia,74,84867,2535.2,2,1874,1
EV003516,2002,2,Heatwave,MM,Asia,92,48219,178.4,9,345,0
EV003938,2002,2,Drought,CI,Africa,43,649515,1690.6,2,1086,1
EV000225,2002,3,Flood,BE,Europe,19,62006,260.9,6,256,0
EV000245,2002,3,Hurricane,IR,Asia,749,103929,1796.2,9,6402,1
EV000473,2002,3,Hurricane,IN,Asia,251,144845,5892.4,8,30539,1
EV000757,2002,3,Hurricane,AR,SouthAmerica,142,119581,6855.3,11,4196,1
EV000779,2002,3,Flood,GH,Africa,27,207637,6809.4,1,1270,1
EV001915,2002,3,Tornado,CA,NorthAmerica,5,6626,762.4,5,933,0
EV001923,2002,3,Drought,SA,Asia,47,280082,375.0,5,1036,0
EV002055,2002,3,Wildfire,NP,Asia,6,33375,808.6,4,1802,0
EV002071,2002,3,Flood,RO,Europe,211,76708,104.2,18,5603,0
EV002927,2002,3,Hurricane,UG,Africa,302,137107,1268.9,3,26251,1
EV003069,2002,3,Drought,GH,Africa,24,377035,278.1,4,72385,0
EV003166,2002,3,Wildfire,GW,Africa,49,23922,1282.3,3,7708,1
EV003419,2002,3,Heatwave,AM,Asia,225,97751,201.6,1,3574,0
EV003614,2002,3,Flood,ST,Africa,67,55878,573.9,7,1174,0
EV003771,2002,3,Heatwave,FM,Oceania,378,207022,36.6,7,21750,0
EV000356,2002,4,Flood,CV,Africa,12,105236,142.0,8,2829,0
EV000732,2002,4,Cyclone,UZ,Asia,746,435516,6956.3,16,7433,1
EV001187,2002,4,Heatwave,IT,Europe,116,351345,281.4,4,1072,0
EV001468,2002,4,Flood,ES,Europe,139,144970,249.3,9,570,0
EV001795,2002,4,Flood,BE,Europe,86,102127,293.2,9,7658,0
EV001871,2002,4,Blizzard,ME,Europe,10,15453,564.4,31,171,0
EV002174,2002,4,Flood,MM,Asia,273,100152,276.5,3,897,0
EV002672,2002,4,Drought,PH,Asia,54,1147453,705.4,6,941,0
EV003095,2002,4,Flood,NP,Asia,193,34493,380.7,8,28232,0
EV003596,2002,4,Blizzard,CD,Africa,28,82842,539.7,35,12164,0
EV000221,2002,5,Heatwave,MD,Europe,831,62428,54.0,9,2458,0
EV000496,2002,5,Heatwave,MG,Africa,832,84451,153.0,4,3028,0
EV001438,2002,5,Hurricane,CN,Asia,240,211935,271.9,3,8974,0
EV001545,2002,5,Flood,MX,NorthAmerica,154,13158,625.5,2,1041,0
EV003294,2002,5,Drought,ID,Asia,15,153209,1719.6,2,238,1
EV003535,2002,5,Heatwave,EG,Africa,297,123784,1361.8,11,479,1
EV004498,2002,5,Flood,IR,Asia,72,35264,395.3,12,10313,0
EV000083,2002,6,Drought,ZW,Africa,6,371742,150.3,8,290,0
EV000432,2002,6,Hurricane,ER,Africa,449,369086,792.5,4,3369,0
EV001017,2002,6,Drought,TH,Asia,9,1415583,569.2,6,15319,0
EV001212,2002,6,Drought,KR,Asia,38,2199991,2347.8,9,4129,1
EV002677,2002,6,Heatwave,BE,Europe,3854,12764,92.3,4,4624,0
EV002681,2002,6,Heatwave,CI,Africa,1467,23170,387.6,7,36464,0
EV003617,2002,6,Flood,ST,Africa,18,89785,105.7,5,1352,0
EV004129,2002,6,Drought,NR,Oceania,22,1298477,73.5,4,9278,0
EV004204,2002,6,Heatwave,MV,Asia,345,108103,259.9,1,7876,0
EV000995,2002,7,Drought,GR,Europe,19,1110688,734.3,4,478,0
EV001194,2002,7,Hurricane,MN,Asia,24,68377,6981.7,3,6554,1
EV001720,2002,7,Flood,SO,Africa,35,489415,132.5,10,5324,0
EV002119,2002,7,Wildfire,KH,Asia,5,39597,2317.1,10,6217,1
EV003396,2002,7,Hurricane,IR,Asia,72,75188,9488.1,9,3581,1
EV000626,2002,8,Flood,BO,SouthAmerica,11,45482,241.3,21,15484,0
EV001135,2002,8,Hurricane,PY,SouthAmerica,54,322300,5590.9,5,379,1
EV002040,2002,8,Drought,CL,SouthAmerica,23,68934,643.5,19,29326,0
EV002438,2002,8,Drought,ME,Europe,25,382323,478.7,7,2077,0
EV002589,2002,8,Flood,EG,Africa,105,523342,282.8,15,5087,0
EV003611,2002,8,Wildfire,NA,Africa,6,63587,168.7,10,6519,0
EV004274,2002,8,Flood,FJ,Oceania,80,79598,437.0,5,4169,0
EV001079,2002,9,Wildfire,SO,Africa,6,16909,17261.7,3,3846,1
EV001736,2002,9,Hurricane,GN,Africa,72,212902,9643.2,2,1650,1
EV001761,2002,9,Flood,RU,Europe,588,536607,263.1,2,9402,0
EV001968,2002,9,Hurricane,UA,Europe,76,164617,2742.1,2,2295,1
EV002480,2002,9,Heatwave,TD,Africa,1161,13131,610.1,7,2321,0
EV002612,2002,9,Cyclone,CF,Africa,407,572954,1685.9,5,2818,1
EV002840,2002,9,Drought,NG,Africa,1,343493,207.2,23,64473,0
EV002895,2002,9,Flood,CN,Asia,35,123957,248.8,7,13016,0
EV003860,2002,9,Wildfire,EE,Europe,11,14821,158.4,31,132,0
EV003871,2002,9,Drought,TW,Asia,7,5480139,245.0,3,235,0
EV000254,2002,10,Hurricane,MN,Asia,37,226159,1957.7,7,15996,1
EV000387,2002,10,Drought,PE,SouthAmerica,5,755176,1567.0,12,17188,1
EV001706,2002,10,Hurricane,MZ,Africa,178,232700,6563.0,3,25152,1
EV003907,2002,10,Heatwave,WS,Oceania,135,132809,42.3,8,74,0
EV000553,2002,11,Wildfire,TR,Asia,15,38010,2532.8,5,10346,1
EV000740,2002,11,Hurricane,BE,Europe,75,659480,9242.5,6,782,1
EV002350,2002,11,Drought,GN,Africa,15,349259,2343.6,6,1462,1
EV002686,2002,11,Drought,IE,Europe,31,4192860,805.9,11,15897,0
EV002719,2002,11,Flood,NA,Africa,8,241589,844.4,7,14424,0
EV002988,2002,11,Drought,LK,Asia,2,649288,394.6,5,12192,0
EV003130,2002,11,Tornado,US,NorthAmerica,6,25851,181.9,2,11111,0
EV003728,2002,11,Drought,TL,Asia,14,550231,1329.0,5,106715,1
EV004068,2002,11,Wildfire,EC,SouthAmerica,27,9110,444.5,7,483,0
EV004320,2002,11,Drought,RO,Europe,16,145345,199.3,5,30797,0
EV000708,2002,12,Flood,GE,Asia,51,258548,764.7,4,2286,0
EV001056,2002,12,Hurricane,AZ,Asia,5,768318,4519.8,3,506,1
EV001337,2002,12,Heatwave,TW,Asia,266,508291,1052.0,1,297,1
EV001685,2002,12,Hurricane,TV,Oceania,105,173741,575.0,6,6322,0
EV001796,2002,12,Cyclone,GB,Europe,952,1525574,1800.6,3,11746,1
EV002847,2002,12,Heatwave,WS,Oceania,1902,115288,625.6,14,146,0
EV003550,2002,12,Blizzard,CO,SouthAmerica,24,62142,115.7,16,6424,0
EV003787,2002,12,Flood,LR,Africa,118,126360,1453.9,11,1622,1
EV003861,2002,12,Flood,NR,Oceania,100,142224,1768.6,17,3070,1
EV004099,2002,12,Tornado,CV,Africa,125,66030,95.0,5,1833,0
EV004402,2002,12,Flood,RS,Europe,95,647334,95.1,43,64271,0
EV000762,2003,1,Flood,GL,NorthAmerica,321,1425091,237.5,4,6232,0
EV001013,2003,1,Drought,VN,Asia,42,713011,548.2,9,8584,0
EV001215,2003,1,Flood,RO,Europe,80,657424,1381.0,2,29297,1
EV001328,2003,1,Wildfire,IE,Europe,65,57414,249.4,7,133,0
EV001377,2003,1,Cyclone,SD,Africa,41,173625,3044.3,5,10843,1
EV001443,2003,1,Drought,PH,Asia,14,3970546,160.7,4,897,0
EV001594,2003,1,Hurricane,GE,Asia,84,276827,4448.1,3,552,1
EV001802,2003,1,Drought,CA,NorthAmerica,38,437302,1040.6,6,37902,1
EV002651,2003,1,Tornado,ZM,Africa,26,9830,337.8,8,2847,0
EV003070,2003,1,Flood,UA,Europe,1079,68091,1340.0,4,2761,1
EV003926,2003,1,Drought,US,NorthAmerica,21,507226,782.1,4,1146,0
EV003964,2003,1,Flood,ER,Africa,61,221299,44.6,8,532,0
EV000236,2003,2,Tornado,GE,Asia,6,46137,75.0,3,4254,0
EV001099,2003,2,Hurricane,AM,Asia,41,996435,2926.0,8,1543,1
EV001440,2003,2,Hurricane,AL,Europe,347,94575,25060.7,5,14496,1
EV002084,2003,2,Blizzard,TN,Africa,3,114047,170.9,3,3518,0
EV002180,2003,2,Hurricane,MY,Asia,64,71198,929.8,16,1498,0
EV002746,2003,2,Hurricane,NO,Europe,97,98411,1777.8,34,3457,1
EV003578,2003,2,Drought,EC,SouthAmerica,7,210367,347.2,7,20364,0
EV003711,2003,2,Cyclone,SD,Africa,40,138002,6484.7,7,36492,1
EV004221,2003,2,Flood,EG,Africa,4,120011,150.9,14,46896,0
EV000386,2003,3,Hurricane,BY,Europe,45,318856,24137.9,4,3142,1
EV003974,2003,3,Cyclone,KR,Asia,470,831852,1749.9,5,2326,1
EV000577,2003,4,Wildfire,NR,Oceania,21,37806,6894.5,1,29085,1
EV000650,2003,4,Tornado,RU,Europe,2,21631,67.7,4,18592,0
EV001516,2003,4,Flood,BW,Africa,26,827902,462.2,3,35245,0
EV002315,2003,4,Drought,NP,Asia,27,491633,2976.1,11,606,1
EV002968,2003,4,Tornado,MK,Europe,196,40836,87.3,3,49,0
EV003003,2003,4,Flood,AS,Oceania,59,66322,190.0,11,4084,0
EV003697,2003,4,Flood,IT,Europe,332,53852,550.8,29,119,0
EV004038,2003,4,Flood,CA,NorthAmerica,217,172672,227.0,5,2602,0
EV000235,2003,5,Drought,ZA,Africa,3,709651,1828.0,6,5514,1
EV000609,2003,5,Drought,HK,Asia,43,886211,460.3,4,5922,0
EV000655,2003,5,Flood,BY,Europe,88,917876,90.4,5,2509,0
EV001543,2003,5,Heatwave,CF,Africa,521,84453,185.6,7,1012,0
